,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE_flights,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,AIRLINE_airlines,AIRPORT_OriginAirport,CITY_OriginAirport,STATE_OriginAirport,COUNTRY_OriginAirport,LATITUDE_OriginAirport,LONGITUDE_OriginAirport,AIRPORT_DestinationAirport,CITY_DestinationAirport,STATE_DestinationAirport,COUNTRY_DestinationAirport,LATITUDE_DestinationAirport,LONGITUDE_DestinationAirport
4563136,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-12 00:00:00,1,UA,1907,N24211,11292,10721,955,959.0,4.0,26.0,1025.0,244.0,241.0,207.0,1754,1552.0,8.0,1559,1600.0,1.0,0,0,,,,,,,United Air Lines Inc.,,,,,,,,,,,,
5766235,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-28 00:00:00,1,MQ,3438,N651MQ,RST,ORD,1424,,,,,85.0,,,268,,,1549,,,0,1,B,,,,,,American Eagle Airlines Inc.,Rochester International Airport,Rochester,MN,USA,43.90883,-92.49799,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
384555,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-26 00:00:00,1,EV,2517,N904EV,MLI,DFW,1038,1049.0,11.0,58.0,1147.0,137.0,153.0,85.0,691,1312.0,10.0,1255,1322.0,27.0,0,0,,16.0,0.0,11.0,0.0,0.0,Atlantic Southeast Airlines,Quad City International Airport,Moline,IL,USA,41.44853,-90.50754,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
2408351,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-02 00:00:00,2,MQ,3246,N618MQ,SJT,DFW,1040,1027.0,-13.0,9.0,1036.0,62.0,63.0,42.0,229,1118.0,12.0,1142,1130.0,-12.0,0,0,,,,,,,American Eagle Airlines Inc.,San Angelo Regional Airport (Mathis Field),San Angelo,TX,USA,31.35775,-100.49631,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
2110309,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-14 00:00:00,4,UA,347,N835UA,MIA,EWR,1717,1728.0,11.0,22.0,1750.0,191.0,180.0,151.0,1085,2021.0,7.0,2028,2028.0,0.0,0,0,,,,,,,United Air Lines Inc.,Miami International Airport,Miami,FL,USA,25.79325,-80.29056,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
1651645,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-16 00:00:00,4,DL,2481,N908DL,ATL,OKC,1034,1048.0,14.0,9.0,1057.0,133.0,118.0,106.0,761,1143.0,3.0,1147,1146.0,-1.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Will Rogers World Airport,Oklahoma City,OK,USA,35.39309,-97.60073
1576305,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-11 00:00:00,6,DL,1538,N627DL,LAS,MSP,1601,1557.0,-4.0,18.0,1615.0,179.0,181.0,159.0,1299,2054.0,4.0,2100,2058.0,-2.0,0,0,,,,,,,Delta Air Lines Inc.,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
3985264,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-04 00:00:00,5,OO,3434,N173SY,PDX,SLC,1955,2006.0,11.0,8.0,2014.0,113.0,103.0,92.0,630,2246.0,3.0,2248,2249.0,1.0,0,0,,,,,,,Skywest Airlines Inc.,Portland International Airport,Portland,OR,USA,45.58872,-122.5975,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97777
5050095,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-12 00:00:00,4,AA,718,N926UW,SFO,PHL,825,823.0,-2.0,17.0,840.0,320.0,300.0,279.0,2521,1619.0,4.0,1645,1623.0,-22.0,0,0,,,,,,,American Airlines Inc.,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
1027013,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-09 00:00:00,1,MQ,3680,N636MQ,MSN,ORD,550,546.0,-4.0,16.0,602.0,56.0,52.0,29.0,108,631.0,7.0,646,638.0,-8.0,0,0,,,,,,,American Eagle Airlines Inc.,Dane County Regional Airport,Madison,WI,USA,43.13986,-89.33751,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
5044565,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-11 00:00:00,3,OO,6344,N744SK,SFO,SLC,1919,1912.0,-7.0,14.0,1926.0,105.0,92.0,76.0,599,2142.0,2.0,2204,2144.0,-20.0,0,0,,,,,,,Skywest Airlines Inc.,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97777
182449,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-12 00:00:00,1,AS,69,N788AS,SEA,KTN,1845,1844.0,-1.0,11.0,1855.0,132.0,119.0,103.0,680,1938.0,5.0,1957,1943.0,-14.0,0,0,,,,,,,Alaska Airlines Inc.,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,Ketchikan International Airport,Ketchikan,AK,USA,55.35557,-131.71374
857080,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-26 00:00:00,4,AA,1,N789AA,JFK,LAX,900,853.0,-7.0,26.0,919.0,395.0,364.0,327.0,2475,1146.0,11.0,1235,1157.0,-38.0,0,0,,,,,,,American Airlines Inc.,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
4741756,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-23 00:00:00,5,EV,4637,N21197,12266,11540,1155,1150.0,-5.0,15.0,1205.0,121.0,124.0,105.0,667,1250.0,4.0,1256,1254.0,-2.0,0,0,,,,,,,Atlantic Southeast Airlines,,,,,,,,,,,,
1587101,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-12 00:00:00,7,WN,1358,N8320J,TPA,FLL,1230,1227.0,-3.0,8.0,1235.0,60.0,53.0,42.0,197,1317.0,3.0,1330,1320.0,-10.0,0,0,,,,,,,Southwest Airlines Co.,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
1350399,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-28 00:00:00,6,WN,2984,N463WN,OAK,SNA,1720,1724.0,4.0,7.0,1731.0,80.0,73.0,62.0,371,1833.0,4.0,1840,1837.0,-3.0,0,0,,,,,,,Southwest Airlines Co.,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072,John Wayne Airport (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
4896239,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-02 00:00:00,1,NK,176,N622NK,LAS,MSP,1350,1416.0,26.0,13.0,1429.0,187.0,160.0,142.0,1299,1851.0,5.0,1857,1856.0,-1.0,0,0,,,,,,,Spirit Air Lines,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
2095142,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-13 00:00:00,3,AA,2415,N3MDAA,MIA,LGA,1900,1910.0,10.0,13.0,1923.0,178.0,175.0,158.0,1096,2201.0,4.0,2158,2205.0,7.0,0,0,,,,,,,American Airlines Inc.,Miami International Airport,Miami,FL,USA,25.79325,-80.29056,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
3331821,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-27 00:00:00,1,HA,395,N479HA,OGG,HNL,1307,1257.0,-10.0,5.0,1302.0,37.0,35.0,22.0,100,1324.0,8.0,1344,1332.0,-12.0,0,0,,,,,,,Hawaiian Airlines Inc.,Kahului Airport,Kahului,HI,USA,20.89865,-156.43046,Honolulu International Airport,Honolulu,HI,USA,21.31869,-157.92241
2653615,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-16 00:00:00,2,WN,4843,N230WN,MDW,CLE,2215,2229.0,14.0,9.0,2238.0,65.0,53.0,41.0,307,19.0,3.0,20,22.0,2.0,0,0,,,,,,,Southwest Airlines Co.,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494
2715951,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-20 00:00:00,6,WN,1939,N499WN,LAS,PDX,1550,1607.0,17.0,12.0,1619.0,135.0,129.0,113.0,763,1812.0,4.0,1805,1816.0,11.0,0,0,,,,,,,Southwest Airlines Co.,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233,Portland International Airport,Portland,OR,USA,45.58872,-122.5975
1638285,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-15 00:00:00,3,US,1806,N520UW,ORD,CLT,1355,1351.0,-4.0,26.0,1417.0,123.0,152.0,104.0,599,1701.0,22.0,1658,1723.0,25.0,0,0,,25.0,0.0,0.0,0.0,0.0,US Airways Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
3594038,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-11 00:00:00,2,B6,1698,N509JB,SEA,BOS,2129,2123.0,-6.0,21.0,2144.0,313.0,301.0,275.0,2496,519.0,5.0,542,524.0,-18.0,0,0,,,,,,,JetBlue Airways,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518
5729285,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-26 00:00:00,6,NK,893,N526NK,ORD,DFW,915,917.0,2.0,27.0,944.0,153.0,249.0,210.0,802,1314.0,12.0,1148,1326.0,98.0,0,0,,98.0,0.0,0.0,0.0,0.0,Spirit Air Lines,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
2184798,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-19 00:00:00,2,AA,1054,N4XRAA,IAH,DFW,1125,1115.0,-10.0,14.0,1129.0,75.0,71.0,43.0,224,1212.0,14.0,1240,1226.0,-14.0,0,0,,,,,,,American Airlines Inc.,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
685603,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-15 00:00:00,7,MQ,2925,N600MQ,ORD,MHK,1100,1108.0,8.0,79.0,1227.0,100.0,168.0,86.0,501,1353.0,3.0,1240,1356.0,76.0,0,0,,68.0,0.0,0.0,3.0,5.0,American Eagle Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Manhattan Regional Airport,Manhattan,KS,USA,39.14097,-96.67083
2162114,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-18 00:00:00,1,EV,6099,N12195,TUS,DEN,600,559.0,-1.0,17.0,616.0,121.0,108.0,85.0,639,841.0,6.0,901,847.0,-14.0,0,0,,,,,,,Atlantic Southeast Airlines,Tucson International Airport,Tucson,AZ,USA,32.11608,-110.94103,Denver International Airport,Denver,CO,USA,39.85841,-104.667
1097331,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-13 00:00:00,5,UA,1437,N75854,IAH,MCO,845,848.0,3.0,16.0,904.0,131.0,138.0,117.0,854,1201.0,5.0,1156,1206.0,10.0,0,0,,,,,,,United Air Lines Inc.,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
1481932,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-05 00:00:00,7,DL,1721,N916DN,DTW,TPA,2035,2028.0,-7.0,18.0,2046.0,157.0,149.0,127.0,983,2253.0,4.0,2312,2257.0,-15.0,0,0,,,,,,,Delta Air Lines Inc.,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
3571529,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-10 00:00:00,1,B6,26,N641JB,TPA,JFK,1542,1539.0,-3.0,13.0,1552.0,177.0,154.0,136.0,1005,1808.0,5.0,1839,1813.0,-26.0,0,0,,,,,,,JetBlue Airways,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893
2467799,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-05 00:00:00,5,EV,4237,N11140,ORD,JAN,1910,1918.0,8.0,46.0,2004.0,121.0,141.0,88.0,677,2132.0,7.0,2111,2139.0,28.0,0,0,,20.0,0.0,8.0,0.0,0.0,Atlantic Southeast Airlines,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Jackson-Evers International Airport,Jackson,MS,USA,32.31117,-90.07589
592272,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-09 00:00:00,1,WN,4659,N386SW,PDX,LAS,835,833.0,-2.0,11.0,844.0,125.0,126.0,111.0,763,1035.0,4.0,1040,1039.0,-1.0,0,0,,,,,,,Southwest Airlines Co.,Portland International Airport,Portland,OR,USA,45.58872,-122.5975,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
963849,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-05 00:00:00,4,B6,269,N651JB,BOS,FLL,611,603.0,-8.0,22.0,625.0,211.0,234.0,187.0,1237,932.0,25.0,942,957.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0,JetBlue Airways,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
2842508,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-28 00:00:00,7,US,687,N667AW,PHX,EWR,840,836.0,-4.0,17.0,853.0,289.0,279.0,255.0,2133,1608.0,7.0,1629,1615.0,-14.0,0,0,,,,,,,US Airways Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
3025903,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-09 00:00:00,4,DL,1488,N927AT,ATL,BTR,1050,1049.0,-1.0,16.0,1105.0,95.0,81.0,61.0,448,1106.0,4.0,1125,1110.0,-15.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Baton Rouge Metropolitan Airport,Baton Rouge,LA,USA,30.53316,-91.14963
1103350,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-13 00:00:00,5,UA,1282,N26208,DEN,SFO,1444,1450.0,6.0,10.0,1500.0,158.0,146.0,132.0,967,1612.0,4.0,1622,1616.0,-6.0,0,0,,,,,,,United Air Lines Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
4968600,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-06 00:00:00,5,OO,5300,N962SW,ORD,MKE,2100,2059.0,-1.0,16.0,2115.0,49.0,45.0,24.0,67,2139.0,5.0,2149,2144.0,-5.0,0,0,,,,,,,Skywest Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,General Mitchell International Airport,Milwaukee,WI,USA,42.94722,-87.89658
693646,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-15 00:00:00,7,EV,6088,N16147,DEN,MEM,1940,,,,,143.0,,,872,,,2303,,,0,1,B,,,,,,Atlantic Southeast Airlines,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Memphis International Airport,Memphis,TN,USA,35.04242,-89.97667
5007538,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-09 00:00:00,1,EV,4435,N14907,IAH,LBB,1435,1459.0,24.0,15.0,1514.0,96.0,89.0,70.0,458,1624.0,4.0,1611,1628.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0,Atlantic Southeast Airlines,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,Lubbock Preston Smith International Airport,Lubbock,TX,USA,33.66364,-101.82278
818709,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-23 00:00:00,1,AS,464,N303AS,SEA,LAX,1855,1847.0,-8.0,13.0,1900.0,155.0,149.0,118.0,954,2058.0,18.0,2130,2116.0,-14.0,0,0,,,,,,,Alaska Airlines Inc.,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
3498430,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-06 00:00:00,4,EV,5931,N12900,ORD,JAN,910,907.0,-3.0,18.0,925.0,121.0,119.0,95.0,677,1100.0,6.0,1111,1106.0,-5.0,0,0,,,,,,,Atlantic Southeast Airlines,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Jackson-Evers International Airport,Jackson,MS,USA,32.31117,-90.07589
3144167,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-16 00:00:00,4,EV,5900,N16571,SYR,ORD,1030,1049.0,19.0,29.0,1118.0,119.0,126.0,90.0,607,1148.0,7.0,1129,1155.0,26.0,0,0,,7.0,0.0,3.0,16.0,0.0,Atlantic Southeast Airlines,Syracuse Hancock International Airport,Syracuse,NY,USA,43.11119,-76.10631,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
1718131,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-20 00:00:00,1,WN,2330,N7730A,ATL,MCO,1355,1355.0,0.0,22.0,1417.0,95.0,114.0,81.0,404,1538.0,11.0,1530,1549.0,19.0,0,0,,19.0,0.0,0.0,0.0,0.0,Southwest Airlines Co.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603
2166370,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-18 00:00:00,1,DL,1780,N990AT,ORD,ATL,1000,1002.0,2.0,11.0,1013.0,122.0,113.0,96.0,606,1249.0,6.0,1302,1255.0,-7.0,0,0,,,,,,,Delta Air Lines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
5141087,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-17 00:00:00,2,AS,816,N517AS,LIH,SEA,2350,2340.0,-10.0,12.0,2352.0,344.0,327.0,308.0,2701,700.0,7.0,734,707.0,-27.0,0,0,,,,,,,Alaska Airlines Inc.,Lihue Airport,Lihue,HI,USA,21.97598,-159.33896,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
4573730,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-12 00:00:00,1,DL,947,N331NW,10721,10397,2030,2024.0,-6.0,18.0,2042.0,168.0,154.0,130.0,946,2252.0,6.0,2318,2258.0,-20.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,,,,,,
4478047,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-06 00:00:00,2,OO,4574,N431SW,10627,13487,1929,1924.0,-5.0,13.0,1937.0,84.0,83.0,62.0,386,2039.0,8.0,2053,2047.0,-6.0,0,0,,,,,,,Skywest Airlines Inc.,,,,,,,,,,,,
2518533,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-08 00:00:00,1,WN,1473,N720WN,DEN,BOI,2220,2224.0,4.0,8.0,2232.0,110.0,99.0,89.0,649,1.0,2.0,10,3.0,-7.0,0,0,,,,,,,Southwest Airlines Co.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Boise Airport (Boise Air Terminal),Boise,ID,USA,43.56444,-116.22278
3435319,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-02 00:00:00,7,EV,4143,N14972,CLE,MKE,1530,1524.0,-6.0,12.0,1536.0,80.0,100.0,61.0,328,1537.0,27.0,1550,1604.0,14.0,0,0,,,,,,,Atlantic Southeast Airlines,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,General Mitchell International Airport,Milwaukee,WI,USA,42.94722,-87.89658
5640864,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-20 00:00:00,7,DL,2251,N919DL,CLT,ATL,1200,1205.0,5.0,18.0,1223.0,83.0,69.0,40.0,226,1303.0,11.0,1323,1314.0,-9.0,0,0,,,,,,,Delta Air Lines Inc.,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
3571109,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-10 00:00:00,1,UA,1212,N24702,JAC,DEN,1518,1536.0,18.0,9.0,1545.0,86.0,84.0,67.0,406,1652.0,8.0,1644,1700.0,16.0,0,0,,4.0,0.0,0.0,12.0,0.0,United Air Lines Inc.,Jackson Hole Airport,Jackson,WY,USA,43.60732,-110.73774,Denver International Airport,Denver,CO,USA,39.85841,-104.667
4832892,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-29 00:00:00,4,WN,1275,N610WN,10423,11292,1020,1020.0,0.0,9.0,1029.0,135.0,121.0,107.0,775,1116.0,5.0,1135,1121.0,-14.0,0,0,,,,,,,Southwest Airlines Co.,,,,,,,,,,,,
1998899,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-07 00:00:00,4,B6,1098,N661JB,DCA,BDL,1859,1853.0,-6.0,12.0,1905.0,82.0,67.0,51.0,313,1956.0,4.0,2021,2000.0,-21.0,0,0,,,,,,,JetBlue Airways,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772,Bradley International Airport,Windsor Locks,CT,USA,41.93887,-72.68323
3632491,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-14 00:00:00,5,DL,1252,N334NB,ORF,ATL,815,808.0,-7.0,11.0,819.0,110.0,104.0,84.0,516,943.0,9.0,1005,952.0,-13.0,0,0,,,,,,,Delta Air Lines Inc.,Norfolk International Airport,Norfolk,VA,USA,36.89461,-76.20122,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
5641571,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-20 00:00:00,7,EV,4619,N14180,IAH,STL,1250,1249.0,-1.0,14.0,1303.0,126.0,110.0,88.0,667,1431.0,8.0,1456,1439.0,-17.0,0,0,,,,,,,Atlantic Southeast Airlines,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.74769,-90.35999
1050085,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-10 00:00:00,2,DL,411,N199DN,LAX,JFK,1145,1144.0,-1.0,18.0,1202.0,330.0,323.0,297.0,2475,1959.0,8.0,2015,2007.0,-8.0,0,0,,,,,,,Delta Air Lines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893
2653220,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-16 00:00:00,2,US,464,N174US,PHX,DFW,2145,2141.0,-4.0,9.0,2150.0,135.0,130.0,116.0,868,146.0,5.0,200,151.0,-9.0,0,0,,,,,,,US Airways Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
1159484,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-17 00:00:00,2,EV,4998,N761ND,CHO,LGA,642,631.0,-11.0,11.0,642.0,77.0,69.0,52.0,305,734.0,6.0,759,740.0,-19.0,0,0,,,,,,,Atlantic Southeast Airlines,Charlottesville-Albemarle Airport,Charlottesville,VA,USA,38.13864,-78.45286,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
5795036,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-30 00:00:00,3,EV,4321,N13550,ATW,ORD,1032,1118.0,46.0,73.0,1231.0,67.0,133.0,48.0,160,1319.0,12.0,1139,1331.0,112.0,0,0,,81.0,0.0,31.0,0.0,0.0,Atlantic Southeast Airlines,Appleton International Airport,Appleton,WI,USA,44.25741,-88.51948,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
2277328,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-25 00:00:00,1,DL,1458,N687DL,ATL,RSW,1053,1049.0,-4.0,15.0,1104.0,102.0,94.0,73.0,515,1217.0,6.0,1235,1223.0,-12.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Southwest Florida International Airport,Ft. Myers,FL,USA,26.53617,-81.75517
1319600,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-26 00:00:00,4,OO,5172,N136SY,ORD,BOI,1854,1852.0,-2.0,15.0,1907.0,243.0,232.0,211.0,1437,2138.0,6.0,2157,2144.0,-13.0,0,0,,,,,,,Skywest Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Boise Airport (Boise Air Terminal),Boise,ID,USA,43.56444,-116.22278
4427519,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-03 00:00:00,6,OO,2958,N944SW,15376,14107,1519,1518.0,-1.0,11.0,1529.0,51.0,45.0,24.0,110,1553.0,10.0,1610,1603.0,-7.0,0,0,,,,,,,Skywest Airlines Inc.,,,,,,,,,,,,
3261036,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-23 00:00:00,4,OO,6257,N107SY,ORD,DCA,900,858.0,-2.0,19.0,917.0,116.0,109.0,87.0,612,1144.0,3.0,1156,1147.0,-9.0,0,0,,,,,,,Skywest Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
3515211,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-07 00:00:00,5,AS,600,N612AS,SEA,LAS,835,830.0,-5.0,14.0,844.0,145.0,146.0,127.0,867,1051.0,5.0,1100,1056.0,-4.0,0,0,,,,,,,Alaska Airlines Inc.,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
